PartNum,method,part_type,avg_forecasted_monthly_demand
6552737,average_fallback,insufficient_history,1.0
6552K515,average_fallback,insufficient_history,1.0
6559708,average_fallback,insufficient_history,2.0
6559709,average_fallback,insufficient_history,2.0
6559710,average_fallback,insufficient_history,2.0
6559711,average_fallback,insufficient_history,2.0
6567905,average_fallback,insufficient_history,10.0
6569054,average_fallback,insufficient_history,1.0
6572608,average_fallback,insufficient_history,5.0
6573230,average_fallback,insufficient_history,1.0
6583T8,average_fallback,insufficient_history,8.0
6592545,average_fallback,insufficient_history,1.0
660 5497,average_fallback,insufficient_history,2.0
6600017,exponential_smoothing,highly_variable,22.76
6600043,exponential_smoothing,highly_variable,1.99
6600045,holt_winters,seasonal,6.17
6600051,exponential_smoothing,highly_variable,2.0
6600052,exponential_smoothing,highly_variable,1.0
6600102,exponential_smoothing,highly_variable,43.93
6600119,exponential_smoothing,highly_variable,2.5
6600133,exponential_smoothing,highly_variable,1.56
6600152,average_fallback,insufficient_history,2.0
6600156,average_fallback,insufficient_history,2.0
6600162,exponential_smoothing,highly_variable,103.85
6600168,exponential_smoothing,highly_variable,6.4
6600171,exponential_smoothing,highly_variable,1.0
6600179,average_fallback,insufficient_history,1.0
6600194,average_fallback,insufficient_history,18.0
6600195,average_fallback,insufficient_history,1.0
6600196,exponential_smoothing,highly_variable,40.32
6600208,average_fallback,insufficient_history,135.0
6600224,exponential_smoothing,highly_variable,39.31
6600236,exponential_smoothing,highly_variable,15.79
6600237,exponential_smoothing,highly_variable,33.48
6600264,exponential_smoothing,highly_variable,930.41
6600265,average_fallback,insufficient_history,1.0
6600277,exponential_smoothing,highly_variable,3.05
6600278,exponential_smoothing,highly_variable,1.39
6600279,exponential_smoothing,highly_variable,64.55
6600280,holt_winters,seasonal,34.97
6600281,holt_winters,seasonal,55.83
6600282,exponential_smoothing,highly_variable,0.5
6600299,exponential_smoothing,highly_variable,35.36
6600303,exponential_smoothing,highly_variable,2.0
6600304,exponential_smoothing,highly_variable,17.75
6600310,exponential_smoothing,highly_variable,761.17
6600318,average_fallback,insufficient_history,8.0
6600320,exponential_smoothing,highly_variable,63.37
6600333,exponential_smoothing,highly_variable,1.12
6600334,exponential_smoothing,highly_variable,2.13
6600335,exponential_smoothing,highly_variable,36.19
6600336,average_fallback,insufficient_history,10.0
6600339,average_fallback,insufficient_history,21.0
6600345,exponential_smoothing,highly_variable,17.15
6600349,exponential_smoothing,highly_variable,31.6
6600392,exponential_smoothing,moderate,7.94
6600415,exponential_smoothing,highly_variable,3508.6
6600415-A,exponential_smoothing,highly_variable,13.23
6600443,exponential_smoothing,highly_variable,0.31
6600584,average_fallback,insufficient_history,1.0
6600592,exponential_smoothing,highly_variable,0.38
6600593,exponential_smoothing,highly_variable,4.25
6600645,exponential_smoothing,moderate,26.27
6600646,exponential_smoothing,moderate,953.57
6600702,exponential_smoothing,highly_variable,0.44
6600785,exponential_smoothing,highly_variable,3.33
6600788,exponential_smoothing,highly_variable,7.59
6600844,exponential_smoothing,highly_variable,3.22
6600852,exponential_smoothing,highly_variable,6.79
6600872,average_fallback,insufficient_history,4.0
6600897,exponential_smoothing,highly_variable,0.58
6600905,exponential_smoothing,moderate,83.33
6600906,exponential_smoothing,highly_variable,80.0
6600910,exponential_smoothing,highly_variable,33.33
6600939,exponential_smoothing,moderate,12.14
6600940,exponential_smoothing,highly_variable,2.61
6600943,average_fallback,insufficient_history,5.0
6600958,exponential_smoothing,highly_variable,45.88
6600963,exponential_smoothing,highly_variable,7.75
6600995,exponential_smoothing,highly_variable,1.25
6601009,average_fallback,insufficient_history,4.0
6601014,average_fallback,insufficient_history,5.0
6601020,exponential_smoothing,highly_variable,1.0
6601037,average_fallback,insufficient_history,1.0
6601038,average_fallback,insufficient_history,1.0
6601039,average_fallback,insufficient_history,1.0
6601045,exponential_smoothing,highly_variable,17.11
6601064,exponential_smoothing,highly_variable,2.11
6601086,exponential_smoothing,moderate,45.0
6601092,exponential_smoothing,highly_variable,2.1
6601093,exponential_smoothing,highly_variable,1.2
6601098,exponential_smoothing,highly_variable,1.99
6601118,average_fallback,insufficient_history,2.0
6601122,exponential_smoothing,highly_variable,5.92
6601125,exponential_smoothing,highly_variable,12.91
6601143,exponential_smoothing,highly_variable,4.09
6601170,exponential_smoothing,highly_variable,0.27
6601171,average_fallback,insufficient_history,6.0
6601172,exponential_smoothing,highly_variable,0.2
6601177,exponential_smoothing,moderate,109.81
6601200,average_fallback,insufficient_history,30.0
6601236,average_fallback,insufficient_history,6.0
6601241,average_fallback,insufficient_history,1.0
6601253,exponential_smoothing,highly_variable,29.75
6601254,exponential_smoothing,highly_variable,38.06
6601255,exponential_smoothing,highly_variable,40.0
6601298,average_fallback,insufficient_history,4.0
6601368,exponential_smoothing,highly_variable,1.95
6601414,exponential_smoothing,highly_variable,1.7
6601418,exponential_smoothing,highly_variable,10.68
6601428,exponential_smoothing,highly_variable,19.75
6601456,exponential_smoothing,highly_variable,23.08
6601488,average_fallback,insufficient_history,6.0
6601491,exponential_smoothing,highly_variable,9.62
6601570,exponential_smoothing,highly_variable,1.0
6601668,average_fallback,insufficient_history,3.0
6601672,average_fallback,insufficient_history,1.0
6601692,exponential_smoothing,highly_variable,1.86
6601714,exponential_smoothing,highly_variable,12.95
6601735,exponential_smoothing,highly_variable,2.0
6601758,average_fallback,insufficient_history,2.0
6601768,exponential_smoothing,highly_variable,1027.8
6601774,exponential_smoothing,highly_variable,63.73
6601777,exponential_smoothing,highly_variable,1.0
6601779,exponential_smoothing,moderate,1.33
6601781,exponential_smoothing,highly_variable,6.11
6601811,exponential_smoothing,highly_variable,21.86
6601812,exponential_smoothing,highly_variable,32.96
6601821,exponential_smoothing,highly_variable,58.96
6601822,average_fallback,insufficient_history,5.0
6601828,exponential_smoothing,highly_variable,3.11
6601834,average_fallback,insufficient_history,2.0
6601835,average_fallback,insufficient_history,2.0
6601839,exponential_smoothing,highly_variable,3.78
6601845,average_fallback,insufficient_history,10.0
6601846,average_fallback,insufficient_history,1.0
6601860,average_fallback,insufficient_history,1.0
6601861,average_fallback,insufficient_history,1.0
6601882,exponential_smoothing,highly_variable,0.89
6601885,exponential_smoothing,highly_variable,1.0
6601889,exponential_smoothing,highly_variable,10.0
6601894,average_fallback,insufficient_history,25.0
6601926,exponential_smoothing,highly_variable,3.27
6601928,exponential_smoothing,highly_variable,20.0
6601983,average_fallback,insufficient_history,6.0
6602003,exponential_smoothing,highly_variable,1.86
6602011,exponential_smoothing,highly_variable,18.0
6602020,exponential_smoothing,highly_variable,6.0
6602021,exponential_smoothing,highly_variable,19.4
6602028,average_fallback,insufficient_history,2.0
6602029,average_fallback,insufficient_history,2.5
6602050,average_fallback,insufficient_history,2.0
6602052,average_fallback,insufficient_history,250.0
6602092,average_fallback,insufficient_history,10.0
6602097,exponential_smoothing,highly_variable,1.91
6602110,exponential_smoothing,highly_variable,2.43
6602118,average_fallback,insufficient_history,50.0
6602142,exponential_smoothing,highly_variable,2.75
6602151,exponential_smoothing,moderate,189.47
6602152,exponential_smoothing,highly_variable,469.23
6602153,average_fallback,insufficient_history,1.0
6602154,exponential_smoothing,highly_variable,0.73
6602163,exponential_smoothing,highly_variable,4.0
6602164,average_fallback,insufficient_history,50.0
6602188,exponential_smoothing,highly_variable,6.95
6602201,exponential_smoothing,highly_variable,120.0
6602202,exponential_smoothing,highly_variable,94.7
6602217,average_fallback,insufficient_history,1.0
6602229,exponential_smoothing,highly_variable,59.9
6602230,exponential_smoothing,highly_variable,81.45
6602232,exponential_smoothing,highly_variable,90.77
6602233,exponential_smoothing,highly_variable,72.22
6602234,exponential_smoothing,highly_variable,62.16
6602235,exponential_smoothing,highly_variable,547.08
6602237,exponential_smoothing,highly_variable,141.65
6602243,exponential_smoothing,moderate,270.0
6602244,exponential_smoothing,highly_variable,54.0
6602245,exponential_smoothing,highly_variable,18.89
6602246,exponential_smoothing,highly_variable,3.81
6602250,exponential_smoothing,highly_variable,6.15
6602261,exponential_smoothing,moderate,36.43
6602265,exponential_smoothing,highly_variable,0.18
6602269,exponential_smoothing,highly_variable,3.84
6602270,exponential_smoothing,highly_variable,4.33
6602273,exponential_smoothing,highly_variable,20.0
6602274,average_fallback,insufficient_history,3.0
6602300,average_fallback,insufficient_history,30.0
6602312,exponential_smoothing,highly_variable,9.83
6602313,exponential_smoothing,highly_variable,12.0
6602327,exponential_smoothing,highly_variable,5.86
6602333,average_fallback,insufficient_history,10.0
6602334,exponential_smoothing,highly_variable,6.05
6602338,exponential_smoothing,highly_variable,1186.03
6602339,exponential_smoothing,highly_variable,266.0
6602340,average_fallback,insufficient_history,6.0
6602341,moving_average_3m,stable,4.67
6602346,average_fallback,insufficient_history,1.0
6602350,exponential_smoothing,highly_variable,1.2
6602357,exponential_smoothing,highly_variable,3.82
6602358,average_fallback,insufficient_history,68.0
6602362,exponential_smoothing,highly_variable,8.27
6602364,exponential_smoothing,highly_variable,1.0
6602380-01,exponential_smoothing,highly_variable,18.52
6602380-012,average_fallback,insufficient_history,4.0
6602380-02,exponential_smoothing,highly_variable,20.0
6602380-03,exponential_smoothing,highly_variable,11.76
6602380-04,average_fallback,insufficient_history,10.0
6602380-05,exponential_smoothing,highly_variable,28.57
6602380-06,exponential_smoothing,highly_variable,26.85
6602380-08,exponential_smoothing,highly_variable,3.33
6602380-09,exponential_smoothing,highly_variable,18.13
6602380-10,exponential_smoothing,highly_variable,17.86
6602380-11,exponential_smoothing,highly_variable,22.22
6602380-12,exponential_smoothing,highly_variable,30.0
6602380-13,exponential_smoothing,highly_variable,13.0
6602380-14,exponential_smoothing,highly_variable,13.1
6602380-15,exponential_smoothing,highly_variable,4.73
6602380-16,exponential_smoothing,highly_variable,35.42
6602380-17,average_fallback,insufficient_history,7.0
6602390,exponential_smoothing,highly_variable,6.17
6602391,exponential_smoothing,highly_variable,24.88
6602398,exponential_smoothing,highly_variable,30.65
6602399,average_fallback,insufficient_history,105.0
6602410,average_fallback,insufficient_history,5.0
6602420,average_fallback,insufficient_history,3.0
6602422,exponential_smoothing,highly_variable,4.98
6602429,exponential_smoothing,highly_variable,14.33
6602457,exponential_smoothing,highly_variable,19.93
6602459,exponential_smoothing,highly_variable,25.0
6602460,exponential_smoothing,highly_variable,5.0
6602464,exponential_smoothing,highly_variable,21.43
6602465,exponential_smoothing,moderate,271.59
6602466,exponential_smoothing,highly_variable,14.85
6602467,average_fallback,insufficient_history,4.0
6602477,average_fallback,insufficient_history,50.0
6602480,exponential_smoothing,highly_variable,5.47
6602488,average_fallback,insufficient_history,10.0
6602506,average_fallback,insufficient_history,2.0
6602507,average_fallback,insufficient_history,2.0
6602539,exponential_smoothing,highly_variable,2.8
6602540,average_fallback,insufficient_history,10.0
6602551,average_fallback,insufficient_history,3.0
6602576,exponential_smoothing,highly_variable,2.56
6602578,exponential_smoothing,highly_variable,9.52
6602579,exponential_smoothing,highly_variable,3.38
6602582,average_fallback,insufficient_history,10.0
6602584,exponential_smoothing,highly_variable,3.4
6602588,exponential_smoothing,moderate,5.33
6602589,average_fallback,insufficient_history,50.0
6602591,exponential_smoothing,highly_variable,5.6
6602596,average_fallback,insufficient_history,4.0
6602597,exponential_smoothing,highly_variable,2.64
6602601,holt_winters,seasonal,7.6
6602602,holt_winters,seasonal,7.0
6602604,exponential_smoothing,highly_variable,1.5
6602605,exponential_smoothing,highly_variable,2.0
6602606,exponential_smoothing,highly_variable,3.0
6602607,average_fallback,insufficient_history,1.0
6602610,average_fallback,insufficient_history,11.0
6602617,average_fallback,insufficient_history,2.0
6602619,average_fallback,insufficient_history,12.0
6602624,holt_winters,seasonal,40.5
6602628,exponential_smoothing,highly_variable,17.27
6602629,exponential_smoothing,highly_variable,6.0
6602631,average_fallback,insufficient_history,1.0
6602634,average_fallback,insufficient_history,1.0
6602635,average_fallback,insufficient_history,8.0
6602651,average_fallback,insufficient_history,10.0
6602652,exponential_smoothing,highly_variable,0.36
6602656,exponential_smoothing,highly_variable,9.83
6602657,exponential_smoothing,highly_variable,6.58
6602658,exponential_smoothing,highly_variable,1.55
6602660,exponential_smoothing,highly_variable,3.87
6602662,average_fallback,insufficient_history,2.0
6602669,exponential_smoothing,highly_variable,1000.0
6602670,exponential_smoothing,highly_variable,1000.0
6602678,exponential_smoothing,highly_variable,2.71
6602679,average_fallback,insufficient_history,5.0
6602686,exponential_smoothing,highly_variable,0.26
6602687,exponential_smoothing,highly_variable,0.25
6602707,average_fallback,insufficient_history,10.0
6602708,average_fallback,insufficient_history,200.0
6602719,exponential_smoothing,highly_variable,18.75
6602720,exponential_smoothing,moderate,55.55
6602722,average_fallback,insufficient_history,50.0
6602729,exponential_smoothing,highly_variable,4.96
6602736,exponential_smoothing,moderate,6.52
6602747,exponential_smoothing,highly_variable,9.97
6602755,average_fallback,insufficient_history,1.0
6602759,exponential_smoothing,highly_variable,16.53
6602764,exponential_smoothing,highly_variable,4.39
6602766,exponential_smoothing,highly_variable,13.91
6602767,exponential_smoothing,highly_variable,20.38
6602771,exponential_smoothing,highly_variable,1.1
6602790,average_fallback,insufficient_history,2.0
6602793,average_fallback,insufficient_history,1.0
6602797,average_fallback,insufficient_history,2.0
6602798,exponential_smoothing,highly_variable,2.5
6602801,holt_winters,seasonal,84.5
6602816,exponential_smoothing,highly_variable,1.41
6602831,exponential_smoothing,highly_variable,0.22
6602849,exponential_smoothing,highly_variable,3.18
6602850,exponential_smoothing,highly_variable,1.75
6602868,average_fallback,insufficient_history,20.0
6602876,exponential_smoothing,highly_variable,7.45
6602880,average_fallback,insufficient_history,10.0
6602895,exponential_smoothing,highly_variable,1503.25
6602901,exponential_smoothing,moderate,256.48
6602906,exponential_smoothing,highly_variable,22.65
6602917,exponential_smoothing,highly_variable,43.57
6602922,exponential_smoothing,highly_variable,0.43
6602932,exponential_smoothing,moderate,0.67
6602936,exponential_smoothing,highly_variable,1.82
6602964,exponential_smoothing,highly_variable,1.4
6602967,average_fallback,insufficient_history,1.0
6602969,exponential_smoothing,highly_variable,1.5
6602982,exponential_smoothing,highly_variable,65.33
6602985,average_fallback,insufficient_history,5.0
6602992,exponential_smoothing,highly_variable,7.0
6602995,exponential_smoothing,highly_variable,83.05
6602997,average_fallback,insufficient_history,465.0
6603011,average_fallback,insufficient_history,2.0
6603013,average_fallback,insufficient_history,1.0
6603023,exponential_smoothing,highly_variable,62.96
6603024,exponential_smoothing,highly_variable,37.5
6603037,average_fallback,insufficient_history,1.0
6603038,average_fallback,insufficient_history,50.0
6603047,exponential_smoothing,highly_variable,3.08
6603048,average_fallback,insufficient_history,1.5
6603049,average_fallback,insufficient_history,3.0
6603050,average_fallback,insufficient_history,10.0
6603051,average_fallback,insufficient_history,3.0
6603065,exponential_smoothing,highly_variable,0.5
6603072,average_fallback,insufficient_history,20.0
6603080,exponential_smoothing,highly_variable,6.47
6603085,average_fallback,insufficient_history,1.0
6603086,average_fallback,insufficient_history,3.0
6603087,average_fallback,insufficient_history,10.0
6603089,exponential_smoothing,highly_variable,1.5
6603092,exponential_smoothing,highly_variable,2.0
6603093,average_fallback,insufficient_history,5.5
6603105,exponential_smoothing,highly_variable,1.0
6603108,exponential_smoothing,highly_variable,2.99
6603113,average_fallback,insufficient_history,2.0
6603123,exponential_smoothing,highly_variable,6.88
6603132,exponential_smoothing,highly_variable,11.6
6603133,exponential_smoothing,highly_variable,30.0
6603134,exponential_smoothing,highly_variable,2.04
6603135,exponential_smoothing,highly_variable,4.75
6603136,average_fallback,insufficient_history,100.0
6603149,exponential_smoothing,highly_variable,755.01
6603150,exponential_smoothing,highly_variable,896.99
6603157,exponential_smoothing,highly_variable,5.1
6603158,average_fallback,insufficient_history,1.5
6603162,exponential_smoothing,highly_variable,2.0
6603167,exponential_smoothing,highly_variable,11.25
6603173,exponential_smoothing,highly_variable,2.0
6603174,exponential_smoothing,highly_variable,0.8
6603178,exponential_smoothing,highly_variable,5.56
6603183,average_fallback,insufficient_history,1.5
6603184,exponential_smoothing,highly_variable,36.6
6603190,exponential_smoothing,highly_variable,0.8
6603202,exponential_smoothing,highly_variable,0.19
6603219,exponential_smoothing,highly_variable,7.54
6603224,exponential_smoothing,highly_variable,0.71
6603230,exponential_smoothing,moderate,10.75
6603242,exponential_smoothing,highly_variable,2.07
6603243,exponential_smoothing,highly_variable,1.5
6603251,average_fallback,insufficient_history,25.0
6603253,average_fallback,insufficient_history,20.0
6603254,average_fallback,insufficient_history,20.0
6603256,exponential_smoothing,highly_variable,3.0
6603257,average_fallback,insufficient_history,475.0
6603258,exponential_smoothing,highly_variable,383.72
6603259,average_fallback,insufficient_history,425.0
6603269,exponential_smoothing,highly_variable,10.8
6603271,average_fallback,insufficient_history,2.0
6603272,average_fallback,insufficient_history,10.0
6603282,average_fallback,insufficient_history,10.0
6603283,average_fallback,insufficient_history,10.0
6603284,average_fallback,insufficient_history,10.0
6603286,average_fallback,insufficient_history,20.0
6603288,average_fallback,insufficient_history,100.0
6603289,exponential_smoothing,highly_variable,8.7
6603303,exponential_smoothing,highly_variable,7.45
6603312,exponential_smoothing,highly_variable,29.0
6603325,exponential_smoothing,highly_variable,1.0
6603328,average_fallback,insufficient_history,15.0
6603333,exponential_smoothing,highly_variable,11.85
6603340,average_fallback,insufficient_history,1.0
6603342,exponential_smoothing,highly_variable,0.5
6603343,exponential_smoothing,highly_variable,2.42
6603344,exponential_smoothing,highly_variable,1.93
6603354,average_fallback,insufficient_history,7.0
6603355,exponential_smoothing,highly_variable,0.78
6603364,average_fallback,insufficient_history,3.0
6603375,exponential_smoothing,highly_variable,20.0
6603382,exponential_smoothing,highly_variable,2.0
6603391,exponential_smoothing,highly_variable,135.0
6603401,average_fallback,insufficient_history,3.0
6603402,exponential_smoothing,highly_variable,0.14
6603403,average_fallback,insufficient_history,1.0
6603404,exponential_smoothing,highly_variable,0.21
6603408,exponential_smoothing,moderate,3.48
6603411,exponential_smoothing,highly_variable,2.86
6603412,average_fallback,insufficient_history,1.0
6603413,exponential_smoothing,highly_variable,0.5
6603416,exponential_smoothing,highly_variable,0.36
6603417,average_fallback,insufficient_history,5.0
6603427,average_fallback,insufficient_history,10.0
6603430,exponential_smoothing,moderate,75.43
6603432,exponential_smoothing,highly_variable,9.0
6603436,holt_winters,seasonal,3.33
6603440,exponential_smoothing,highly_variable,829.88
6603441,holt_winters,seasonal,191.93
6603462,exponential_smoothing,highly_variable,8.33
6603464,average_fallback,insufficient_history,89.0
6603471,exponential_smoothing,highly_variable,36.71
6603472,exponential_smoothing,highly_variable,15.85
6603474,average_fallback,insufficient_history,1.0
6603475,exponential_smoothing,highly_variable,1.25
6603477,exponential_smoothing,highly_variable,1.73
6603480,exponential_smoothing,highly_variable,0.83
6603503,exponential_smoothing,highly_variable,8.89
6603505,exponential_smoothing,highly_variable,26.14
6603507,exponential_smoothing,highly_variable,1.43
6603516,average_fallback,insufficient_history,10.0
6603525,exponential_smoothing,highly_variable,32.8
6603526,average_fallback,insufficient_history,2.0
6603527,exponential_smoothing,highly_variable,1.5
6603535,exponential_smoothing,highly_variable,1.53
6603554,exponential_smoothing,highly_variable,5.61
6603559,exponential_smoothing,moderate,25.25
6603562,average_fallback,insufficient_history,21.0
6603567,exponential_smoothing,highly_variable,4.15
6603568,exponential_smoothing,highly_variable,4.19
6603569,exponential_smoothing,highly_variable,3.21
6603570,exponential_smoothing,highly_variable,3.64
6603580,exponential_smoothing,highly_variable,1.0
6603597,average_fallback,insufficient_history,2.0
6603603,exponential_smoothing,highly_variable,11.32
6603604,exponential_smoothing,highly_variable,3.14
6603605,average_fallback,insufficient_history,9.0
6603622,exponential_smoothing,highly_variable,3.25
6603635,average_fallback,insufficient_history,1.0
6603636,exponential_smoothing,highly_variable,0.21
6603637,exponential_smoothing,moderate,0.67
6603638,exponential_smoothing,highly_variable,0.21
6603665,exponential_smoothing,highly_variable,36.28
6603668,average_fallback,insufficient_history,3.0
6603673,exponential_smoothing,highly_variable,0.29
6603674,exponential_smoothing,highly_variable,0.29
6603675,exponential_smoothing,highly_variable,3.63
6603717,exponential_smoothing,highly_variable,0.36
6603720,exponential_smoothing,moderate,2.25
6603733,holt_winters,seasonal,35.46
6603747,average_fallback,insufficient_history,1.0
6603748,exponential_smoothing,highly_variable,3.5
6603750,exponential_smoothing,highly_variable,19.21
6603752,average_fallback,insufficient_history,2.5
6603758,average_fallback,insufficient_history,8.0
6603759,exponential_smoothing,highly_variable,1.22
6603763,exponential_smoothing,highly_variable,4.98
6603764,average_fallback,insufficient_history,3.0
6603767,exponential_smoothing,highly_variable,20.43
6603773,exponential_smoothing,highly_variable,5.76
6603774,exponential_smoothing,highly_variable,2.62
6603776,average_fallback,insufficient_history,2.0
6603780,exponential_smoothing,highly_variable,100.0
6603784,average_fallback,insufficient_history,13.0
6603796,average_fallback,insufficient_history,10.0
6603799,average_fallback,insufficient_history,1.0
6603816,exponential_smoothing,highly_variable,1.75
6603827,exponential_smoothing,highly_variable,2.0
6603829,exponential_smoothing,highly_variable,4.0
6603830,average_fallback,insufficient_history,1.0
6603831,exponential_smoothing,moderate,2131.38
6603832,exponential_smoothing,moderate,716.82
6603833,exponential_smoothing,moderate,308.89
6603834,exponential_smoothing,moderate,256.36
6603835,exponential_smoothing,moderate,238.91
6603836,exponential_smoothing,moderate,7.91
6603912,exponential_smoothing,highly_variable,5.0
6603913,average_fallback,insufficient_history,1.0
6603914,average_fallback,insufficient_history,1.0
6603944,exponential_smoothing,highly_variable,0.54
6603954,exponential_smoothing,highly_variable,0.94
6603960,exponential_smoothing,highly_variable,6.74
6603962,average_fallback,insufficient_history,5.5
6603972,exponential_smoothing,highly_variable,1.63
6603973,exponential_smoothing,highly_variable,1.36
6603978,exponential_smoothing,highly_variable,24.77
6603987,exponential_smoothing,highly_variable,30.0
6603988,exponential_smoothing,highly_variable,2.71
6603992,exponential_smoothing,highly_variable,0.84
6603994,exponential_smoothing,highly_variable,0.1
6603995,exponential_smoothing,highly_variable,0.11
6603996,exponential_smoothing,highly_variable,2.0
6604008,exponential_smoothing,highly_variable,13.39
6604009,exponential_smoothing,highly_variable,6.0
6604013,exponential_smoothing,highly_variable,2.5
6604021,exponential_smoothing,highly_variable,2.04
6604024,exponential_smoothing,moderate,134.95
6604029,exponential_smoothing,highly_variable,4.21
6604034,exponential_smoothing,highly_variable,69.23
6604035,exponential_smoothing,highly_variable,1022.21
6604036,exponential_smoothing,highly_variable,50.0
6604037,exponential_smoothing,highly_variable,1495.07
6604038,exponential_smoothing,highly_variable,20.2
6604045,exponential_smoothing,highly_variable,26.35
6604061,average_fallback,insufficient_history,10.0
6604062,average_fallback,insufficient_history,1.0
6604064,average_fallback,insufficient_history,2.0
6604071,exponential_smoothing,highly_variable,4.9
6604075,exponential_smoothing,highly_variable,5.5
6604083,average_fallback,insufficient_history,2.0
6604084,exponential_smoothing,moderate,1.5
6604085,exponential_smoothing,moderate,1.5
6604086,exponential_smoothing,highly_variable,30.3
6604087,exponential_smoothing,highly_variable,30.3
6604096,exponential_smoothing,highly_variable,0.12
6604097,exponential_smoothing,highly_variable,2.0
6604100,exponential_smoothing,highly_variable,9.96
6604106,exponential_smoothing,highly_variable,61.31
6604109,exponential_smoothing,highly_variable,14.16
6604112,exponential_smoothing,highly_variable,4.0
6604113,exponential_smoothing,highly_variable,3.0
6604121,exponential_smoothing,highly_variable,1.91
6604125,average_fallback,insufficient_history,500.0
6604140,exponential_smoothing,highly_variable,1.0
6604148,exponential_smoothing,highly_variable,0.82
6604151,exponential_smoothing,highly_variable,4.41
6604152,exponential_smoothing,highly_variable,4.5
6604153,exponential_smoothing,highly_variable,11.96
6604154,exponential_smoothing,highly_variable,1.62
6604161,average_fallback,insufficient_history,50.0
6604176,exponential_smoothing,moderate,5.09
6604177,exponential_smoothing,moderate,4.71
6604198,average_fallback,insufficient_history,2.0
6604202,average_fallback,insufficient_history,50.0
6604208,exponential_smoothing,highly_variable,29.9
6604212,exponential_smoothing,highly_variable,13.75
6604217,average_fallback,insufficient_history,1.0
6604220,exponential_smoothing,highly_variable,2.0
6604222,exponential_smoothing,highly_variable,4.62
6604230,exponential_smoothing,highly_variable,11.63
6604231,exponential_smoothing,highly_variable,12.71
6604235,exponential_smoothing,highly_variable,5.14
6604237,average_fallback,insufficient_history,5.0
6604239,exponential_smoothing,highly_variable,7.0
6604240,exponential_smoothing,highly_variable,12.5
6604241,exponential_smoothing,moderate,2.17
6604247,exponential_smoothing,highly_variable,9.39
6604254,exponential_smoothing,highly_variable,20.95
6604255,exponential_smoothing,highly_variable,130.15
6604256,exponential_smoothing,highly_variable,475.24
6604258,exponential_smoothing,highly_variable,107.27
6604259,exponential_smoothing,highly_variable,24.29
6604260,exponential_smoothing,moderate,2.11
6604265,exponential_smoothing,highly_variable,48.93
6604266,exponential_smoothing,highly_variable,5000.0
6604272,exponential_smoothing,highly_variable,2.75
6604275,exponential_smoothing,highly_variable,47.84
6604277,exponential_smoothing,highly_variable,39.87
6604287,average_fallback,insufficient_history,2.0
6604288,average_fallback,insufficient_history,2.0
6604289,average_fallback,insufficient_history,2.0
6604291,exponential_smoothing,highly_variable,3.33
6604304,exponential_smoothing,highly_variable,100.0
6604305,exponential_smoothing,highly_variable,15.44
6604306,average_fallback,insufficient_history,2.0
6604308,exponential_smoothing,highly_variable,4.0
6604322,exponential_smoothing,highly_variable,2.74
6604323,exponential_smoothing,highly_variable,0.44
6604324,average_fallback,insufficient_history,2.0
6604328,exponential_smoothing,highly_variable,7.69
6604329,exponential_smoothing,highly_variable,7.81
6604330,exponential_smoothing,highly_variable,7.14
6604335,exponential_smoothing,highly_variable,0.95
6604341,exponential_smoothing,highly_variable,13.73
6604342,exponential_smoothing,highly_variable,12.24
6604343,average_fallback,insufficient_history,35.0
6604346,exponential_smoothing,highly_variable,2.0
6604350,average_fallback,insufficient_history,4.0
6604357,exponential_smoothing,highly_variable,3.44
6604358,exponential_smoothing,highly_variable,0.81
6604361,exponential_smoothing,moderate,4.04
6604362,exponential_smoothing,highly_variable,4.68
6604366,exponential_smoothing,highly_variable,531.59
6604380,exponential_smoothing,highly_variable,168.75
6604386,exponential_smoothing,highly_variable,11.88
6604390,exponential_smoothing,highly_variable,7.38
6604392,exponential_smoothing,highly_variable,2.0
6604403,exponential_smoothing,moderate,1.2
6604404,exponential_smoothing,highly_variable,0.8
6604405,exponential_smoothing,highly_variable,1.2
6604429,exponential_smoothing,highly_variable,18.26
6604431,exponential_smoothing,highly_variable,6.25
6604434,exponential_smoothing,highly_variable,2.67
6604440,average_fallback,insufficient_history,10.0
6604463,average_fallback,insufficient_history,10.0
6604464,holt_winters,seasonal,18.08
6604472,exponential_smoothing,highly_variable,28.33
6604477,exponential_smoothing,highly_variable,7.57
6604520,exponential_smoothing,highly_variable,13.64
6604527,average_fallback,insufficient_history,2.0
6604537,exponential_smoothing,highly_variable,0.38
6604541-02,exponential_smoothing,highly_variable,0.11
6604541-10,exponential_smoothing,highly_variable,0.22
6604541-13,exponential_smoothing,highly_variable,0.2
6604542,exponential_smoothing,highly_variable,35.71
6604547,exponential_smoothing,highly_variable,6.46
6604549,exponential_smoothing,highly_variable,2.13
6604553,exponential_smoothing,moderate,2.0
6604554,exponential_smoothing,highly_variable,8.45
6604557,exponential_smoothing,highly_variable,28.82
6604558,exponential_smoothing,moderate,5.0
6604561,exponential_smoothing,highly_variable,7.95
6604570,exponential_smoothing,moderate,1.25
6604572,average_fallback,insufficient_history,1.0
6604574,exponential_smoothing,highly_variable,0.84
6604575,exponential_smoothing,highly_variable,0.61
6604577,exponential_smoothing,highly_variable,1.8
6604578,exponential_smoothing,highly_variable,0.64
6604579,average_fallback,insufficient_history,50.0
6604580,holt_winters,seasonal,21.17
6604582,exponential_smoothing,highly_variable,0.8
